date_start,date_stop,hourly_stats_aggregated_by_advertiser_time_zone,account_id,account_name,campaign_id,campaign_name,adset_id,adset_name,ad_id,ad_name,impressions,clicks,unique_clicks,spend,reach,frequency,ctr,cpc,cpm,results,link_clicks,landing_page_views,page_engagement,post_engagement,video_views,add_to_cart,initiate_checkout,purchases,purchase_value
2026-05-19,2026-05-19,17:00:00 - 17:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,529,30,,14.58,,,5.671078,0.486,27.561437,,15,9,168,168,152,1,,,
2026-05-19,2026-05-19,18:00:00 - 18:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,0,0,,0,,,,,,,,1,,,,,,,
2026-05-19,2026-05-19,18:00:00 - 18:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,678,57,,17.65,,,8.40708,0.309649,26.032448,,24,18,241,241,216,,,,
2026-05-19,2026-05-19,19:00:00 - 19:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,0,0,,0,,,,,,,,1,,,,,,,
2026-05-19,2026-05-19,19:00:00 - 19:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,208,7,,6.67,,,3.365385,0.952857,32.067308,2,6,11,70,70,64,4,3,2,160.96
2026-05-19,2026-05-19,20:00:00 - 20:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,0,0,,0,,,,,,,,,,,,,,,
2026-05-19,2026-05-19,20:00:00 - 20:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,213,12,,6.64,,,5.633803,0.553333,31.173709,,9,5,77,77,68,,,,
2026-05-19,2026-05-19,21:00:00 - 21:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6973015953052,0507-大预算测试组-实拍多色混合,0,0,,0,,,,,,,,,,,,,,,
2026-05-19,2026-05-19,21:00:00 - 21:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,172,7,,6.49,,,4.069767,0.927143,37.732558,,2,2,57,57,55,4,,,
2026-05-19,2026-05-19,22:00:00 - 22:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,307,31,,11.82,,,10.09772,0.38129,38.501629,1,15,12,121,121,106,2,1,1,97.98
2026-05-19,2026-05-19,23:00:00 - 23:59:59,4157857287789311,Merino Protect Owned by Diyang,6938541188052,0323-新素材测试-打底衣+袜子,6973015953252,0507-大预算测试组,6982452110852,0519-大预算测试组+素材,167,25,,4.95,,,14.97006,0.198,29.640719,,14,13,77,77,63,,,,
